ies,sector ies,caracter ies,departamento domicilio ies,municipio domicilio ies,programa academico,nivel academico,nivel formacion,metodología,sexo,anio,semestre,graduados,matriculados
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,NINGUNO,SOLTERO,FEMENINO,11,135,1,1
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,MASCULINO,11,151,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,4
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,4
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,130,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,11,130,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,13,142,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,145,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,18
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,BELLAS ARTES,DISENIO,PREGRADO - TECNOLOGICO,SOLTERO,MASCULINO,13,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,2
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,108,1,1
ESLOVAQUIA,SVK,C. VIENA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,6
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,136,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,12,150,1,4
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
URUGUAY,URY,C. MONTEVIDEO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,162,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,13,150,1,1
QATAR,QAT,C. ABU DHABI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,145,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,11
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,140,1,2
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACION,EDUCACION,POSTGRADO - ESPECIALIZACION,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,22
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,10
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,135,1,1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,03,150,1,1
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,150,1,1
PERU,PER,C. IQUITOS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,145,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,MASCULINO,13,150,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,3
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,135,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,145,1,2
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,NINGUNO,SOLTERO,MASCULINO,11,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,155,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,4
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,148,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,145,1,2
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,27
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,120,1,1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,7
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,48
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,137,1,1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,140,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,4
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,146,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,2
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,18,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,PREGRADO - TECNOLOGICO,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,134,1,1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,03,150,1,6
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,140,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,3
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,13,150,1,2
PORTUGAL,PRT,C. LISBOA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,01,140,1,1
PERU,PER,C. LIMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,03,150,1,1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,138,1,1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,3
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,11,142,1,1
AUSTRALIA,AUS,C. SYDNEY,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,155,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,138,1,1
GUATEMALA,GTM,C. GUATEMALA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,2
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,145,1,2
AUSTRALIA,AUS,C. CANBERRA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,3
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,135,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,115,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,43
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,120,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,9
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. BARQUISIMETO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,4
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,136,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,139,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,01,150,1,13
PANAMA,PAN,C. PUERTO OBALDIA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,11
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,8
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,13,150,1,4
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,130,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,13,120,1,1
RUSIA,RUS,C. MOSCU,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,9
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,145,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,146,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,DESCONOCIDO,13,150,1,1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,130,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,153,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,13,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,6
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,147,1,1
AUSTRALIA,AUS,C. SYDNEY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,2
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,3
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,150,1,2
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,130,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,130,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
JAPON,JPN,C. TOKIO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,148,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,MASCULINO,12,132,1,1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,7
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,2
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,13,145,1,1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,155,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,149,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,NINGUNO,SOLTERO,MASCULINO,11,135,1,1
PARAGUAY,PRY,C. ASUNCION,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,13,153,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,140,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,118,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
EMIRATOS ARABES UNIDOS,ARE,C. ABU DHABI,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,144,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,135,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,12
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,135,1,1
SUECIA,SWE,C. ESTOCOLMO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,145,1,3
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,146,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,9
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,17
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,125,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,3
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,13,130,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,17
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,130,1,2
PERU,PER,C. LIMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,4
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,13,146,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,2
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,15
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,11,137,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,130,1,1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
BOLIVIA,BOL,C. LA PAZ,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,2
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DIVORCIADO,MASCULINO,13,150,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,136,1,1
PERU,PER,C. IQUITOS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,4
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,127,1,1
